# False Positive Rate (FPR)	True Positive Rate (TPR)	Thresholds
9.633967789165446272e-01	6.075268817204301230e-01	1.733726821839809418e-02
9.648609077598828687e-01	6.075268817204301230e-01	1.727742701768875122e-02
9.648609077598828687e-01	6.236559139784946248e-01	1.603039726614952087e-02
9.663250366032211103e-01	6.236559139784946248e-01	1.594166830182075500e-02
9.663250366032211103e-01	6.397849462365591267e-01	1.289300248026847839e-02
9.677891654465593518e-01	6.397849462365591267e-01	1.223407126963138580e-02
9.677891654465593518e-01	6.666666666666666297e-01	9.383025579154491425e-03
9.692532942898974824e-01	6.666666666666666297e-01	9.235879406332969666e-03
9.692532942898974824e-01	6.720430107526881303e-01	9.190550073981285095e-03
9.721815519765739655e-01	6.720430107526881303e-01	9.179500862956047058e-03
9.721815519765739655e-01	6.774193548387096309e-01	8.944465778768062592e-03
9.736456808199122070e-01	6.774193548387096309e-01	8.773366920650005341e-03
9.736456808199122070e-01	6.827956989247311315e-01	8.753310889005661011e-03
9.751098096632503376e-01	6.827956989247311315e-01	8.467765524983406067e-03
9.751098096632503376e-01	6.989247311827957443e-01	7.376885041594505310e-03
9.780380673499268207e-01	6.989247311827957443e-01	5.777093116194009781e-03
9.780380673499268207e-01	7.096774193548387455e-01	5.345674231648445129e-03
9.795021961932650623e-01	7.096774193548387455e-01	5.287948995828628540e-03
9.795021961932650623e-01	7.258064516129032473e-01	4.809401463717222214e-03
9.809663250366031928e-01	7.258064516129032473e-01	4.796363878995180130e-03
9.809663250366031928e-01	7.311827956989247479e-01	4.759401082992553711e-03
9.824304538799414344e-01	7.311827956989247479e-01	4.707715474069118500e-03
9.824304538799414344e-01	7.580645161290322509e-01	4.101689904928207397e-03
9.838945827232796759e-01	7.580645161290322509e-01	4.029858391731977463e-03
9.838945827232796759e-01	7.741935483870967527e-01	3.733016550540924072e-03
9.853587115666179175e-01	7.741935483870967527e-01	3.696816740557551384e-03
9.853587115666179175e-01	7.849462365591397539e-01	3.597795264795422554e-03
9.868228404099560480e-01	7.849462365591397539e-01	3.593341447412967682e-03
9.868228404099560480e-01	8.064516129032257563e-01	3.153480123728513718e-03
9.897510980966325311e-01	8.064516129032257563e-01	2.938640536740422249e-03
9.897510980966325311e-01	8.172043010752688685e-01	2.810167847201228142e-03
9.926793557833089032e-01	8.172043010752688685e-01	2.756573492661118507e-03
9.926793557833089032e-01	8.225806451612903691e-01	2.751726424321532249e-03
9.941434846266471448e-01	8.225806451612903691e-01	2.726990729570388794e-03
9.941434846266471448e-01	8.602150537634408733e-01	2.204991178587079048e-03
9.956076134699853863e-01	8.602150537634408733e-01	2.203651238232851028e-03
9.956076134699853863e-01	8.817204301075268758e-01	2.118696225807070732e-03
9.985358711566617584e-01	8.817204301075268758e-01	2.000208711251616478e-03
9.985358711566617584e-01	8.870967741935483764e-01	1.870998530648648739e-03
1.000000000000000000e+00	8.870967741935483764e-01	1.845854450948536396e-03
1.000000000000000000e+00	1.000000000000000000e+00	7.142604445107281208e-04
